sample,total_seconds,phase,phase_seconds,weapon_pos,right_hand,left_hand,right_ik,left_ik,right_target_error,left_target_error,dominant_error,support_error,right_guidance,left_guidance,right_ik_active,left_ik_active
313,5.1667,2,2.1500,"(-0.12591 0.76687 0.12620)","(-0.10339 0.90439 0.18826)","(0.10228 0.86527 -0.14469)","(-0.11109 0.85874 0.19528)","(0.21271 0.85458 -0.04148)",0.046831,0.151527,0.169932,0.700113,true,false,false,false
314,5.1833,2,2.1667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
315,5.2000,2,2.1833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
316,5.2167,2,2.2000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
317,5.2333,2,2.2167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
318,5.2500,2,2.2333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
319,5.2667,2,2.2500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
320,5.2833,2,2.2667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
321,5.3000,2,2.2833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
322,5.3167,2,2.3000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
323,5.3333,2,2.3167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
324,5.3500,2,2.3333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
325,5.3667,2,2.3500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
326,5.3833,2,2.3667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
327,5.4000,2,2.3833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
328,5.4167,2,2.4000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
329,5.4333,2,2.4167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
330,5.4500,2,2.4333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
331,5.4667,2,2.4500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
332,5.4833,2,2.4667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
333,5.5000,2,2.4833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
334,5.5167,2,2.5000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
335,5.5333,2,2.5167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
336,5.5500,2,2.5333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
337,5.5667,2,2.5500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
338,5.5833,2,2.5667,"(-0.12591 0.76687 0.12620)","(-0.10397 0.90432 0.18795)","(0.10228 0.86527 -0.14469)","(-0.11172 0.85867 0.19493)","(0.21271 0.85458 -0.04148)",0.046826,0.151527,0.170070,0.700113,true,false,false,false
339,5.6000,2,2.5833,"(-0.12591 0.76687 0.12620)","(-0.10355 0.90436 0.18812)","(0.10228 0.86527 -0.14469)","(-0.11126 0.85870 0.19513)","(0.21271 0.85458 -0.04148)",0.046831,0.151527,0.169927,0.700113,true,false,false,false
340,5.6167,2,2.6000,"(-0.12591 0.76687 0.12620)","(-0.10389 0.90433 0.18799)","(0.10228 0.86527 -0.14469)","(-0.11163 0.85868 0.19498)","(0.21271 0.85458 -0.04148)",0.046827,0.151527,0.170050,0.700113,true,false,false,false
341,5.6333,2,2.6167,"(-0.12591 0.76687 0.12620)","(-0.10300 0.90443 0.18842)","(0.10228 0.86527 -0.14469)","(-0.11065 0.85876 0.19547)","(0.21271 0.85458 -0.04148)",0.046837,0.151527,0.169796,0.700113,true,false,false,false
342,5.6500,2,2.6333,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19521)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169961,0.700113,true,false,false,false
343,5.6667,2,2.6500,"(-0.12591 0.76687 0.12620)","(-0.10346 0.90438 0.18822)","(0.10228 0.86527 -0.14469)","(-0.11117 0.85873 0.19524)","(0.21271 0.85458 -0.04148)",0.046831,0.151527,0.169948,0.700113,true,false,false,false
344,5.6833,2,2.6667,"(-0.12591 0.76687 0.12620)","(-0.10345 0.90439 0.18823)","(0.10228 0.86527 -0.14469)","(-0.11115 0.85873 0.19525)","(0.21271 0.85458 -0.04148)",0.046831,0.151527,0.169945,0.700113,true,false,false,false
345,5.7000,2,2.6833,"(-0.12591 0.76687 0.12620)","(-0.10364 0.90436 0.18813)","(0.10228 0.86527 -0.14469)","(-0.11136 0.85871 0.19513)","(0.21271 0.85458 -0.04148)",0.046829,0.151527,0.169989,0.700113,true,false,false,false
346,5.7167,2,2.7000,"(-0.12591 0.76687 0.12620)","(-0.10393 0.90433 0.18797)","(0.10228 0.86527 -0.14469)","(-0.11168 0.85868 0.19495)","(0.21271 0.85458 -0.04148)",0.046826,0.151527,0.170060,0.700113,true,false,false,false
347,5.7333,2,2.7167,"(-0.12591 0.76687 0.12620)","(-0.10322 0.90440 0.18830)","(0.10228 0.86527 -0.14469)","(-0.11090 0.85874 0.19533)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169850,0.700113,true,false,false,false
348,5.7500,2,2.7333,"(-0.12591 0.76687 0.12620)","(-0.10377 0.90435 0.18805)","(0.10228 0.86527 -0.14469)","(-0.11151 0.85869 0.19505)","(0.21271 0.85458 -0.04148)",0.046828,0.151527,0.170022,0.700113,true,false,false,false
349,5.7667,2,2.7500,"(-0.12591 0.76687 0.12620)","(-0.10422 0.90427 0.18776)","(0.10228 0.86527 -0.14469)","(-0.11200 0.85863 0.19472)","(0.21271 0.85458 -0.04148)",0.046825,0.151527,0.170090,0.700113,true,false,false,false
350,5.7833,2,2.7667,"(-0.12591 0.76687 0.12620)","(-0.10412 0.90430 0.18787)","(0.10228 0.86527 -0.14469)","(-0.11189 0.85866 0.19483)","(0.21271 0.85458 -0.04148)",0.046825,0.151527,0.170107,0.700113,true,false,false,false
351,5.8000,2,2.7833,"(-0.12591 0.76687 0.12620)","(-0.10331 0.90439 0.18825)","(0.10228 0.86527 -0.14469)","(-0.11100 0.85873 0.19528)","(0.21271 0.85458 -0.04148)",0.046834,0.151527,0.169871,0.700113,true,false,false,false
352,5.8167,2,2.8000,"(-0.12591 0.76687 0.12620)","(-0.10400 0.90432 0.18793)","(0.10228 0.86527 -0.14469)","(-0.11176 0.85867 0.19491)","(0.21271 0.85458 -0.04148)",0.046826,0.151527,0.170078,0.700113,true,false,false,false
353,5.8333,2,2.8167,"(-0.12591 0.76687 0.12620)","(-0.10361 0.90435 0.18809)","(0.10228 0.86527 -0.14469)","(-0.11133 0.85870 0.19509)","(0.21271 0.85458 -0.04148)",0.046831,0.151527,0.169942,0.700113,true,false,false,false
354,5.8500,2,2.8333,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
355,5.8667,2,2.8500,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
356,5.8833,2,2.8667,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
357,5.9000,2,2.8833,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
358,5.9167,2,2.9000,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
359,5.9333,2,2.9167,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
360,5.9500,2,2.9333,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
361,5.9667,2,2.9500,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
362,5.9833,2,2.9667,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169963,0.700113,true,false,false,false
363,6.0000,2,2.9833,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
364,6.0167,2,3.0000,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169962,0.700113,true,false,false,false
365,6.0333,2,3.0167,"(-0.12591 0.76687 0.12620)","(-0.10352 0.90438 0.18819)","(0.10228 0.86527 -0.14469)","(-0.11123 0.85872 0.19520)","(0.21271 0.85458 -0.04148)",0.046830,0.151527,0.169963,0.700113,true,false,false,false
366,6.0333,3,0.0000,"(-0.12591 0.76687 0.12620)","(0.01589 0.92669 0.25035)","(0.11042 0.86111 -0.13463)","(0.02302 0.87224 0.27067)","(0.21271 0.85458 -0.04148)",0.058547,0.138505,0.221371,0.688451,true,false,false,false
367,6.0500,3,0.0167,"(-0.12591 0.76687 0.12620)","(-0.09929 0.90513 0.19121)","(0.10485 0.86390 -0.14147)","(-0.10655 0.85944 0.19866)","(0.21271 0.85458 -0.04148)",0.046854,0.147374,0.169608,0.696366,true,false,false,false
368,6.0667,3,0.0333,"(-0.12591 0.76687 0.12620)","(-0.09482 0.90551 0.19288)","(0.10310 0.86482 -0.14366)","(-0.10165 0.85970 0.20062)","(0.21271 0.85458 -0.04148)",0.046957,0.150199,0.168225,0.698904,true,false,false,false
369,6.0833,3,0.0500,"(-0.12591 0.76687 0.12620)","(-0.09303 0.90574 0.19379)","(0.10236 0.86522 -0.14459)","(-0.09968 0.85989 0.20168)","(0.21271 0.85458 -0.04148)",0.046997,0.151391,0.167898,0.699986,true,false,false,false
370,6.1000,3,0.0667,"(-0.12591 0.76687 0.12620)","(-0.09771 0.90512 0.19130)","(0.10231 0.86525 -0.14466)","(-0.10483 0.85937 0.19880)","(0.21271 0.85458 -0.04148)",0.046905,0.151484,0.168716,0.700072,true,false,false,false
371,6.1167,3,0.0833,"(-0.12591 0.76687 0.12620)","(-0.10350 0.90438 0.18820)","(0.10228 0.86526 -0.14469)","(-0.11121 0.85873 0.19522)","(0.21271 0.85458 -0.04148)",0.046830,0.151523,0.169958,0.700109,true,false,false,false
372,6.1333,3,0.1000,"(-0.12591 0.76687 0.12620)","(-0.10365 0.90436 0.18812)","(0.10228 0.86527 -0.14469)","(-0.11137 0.85871 0.19513)","(0.21271 0.85458 -0.04148)",0.046829,0.151527,0.169993,0.700112,true,false,false,false
373,6.1500,3,0.1167,"(-0.12591 0.76687 0.12620)","(-0.10376 0.90435 0.18806)","(0.10228 0.86527 -0.14469)","(-0.11149 0.85870 0.19506)","(0.21271 0.85458 -0.04148)",0.046828,0.151527,0.170020,0.700113,true,false,false,false
374,6.1667,3,0.1333,"(-0.12591 0.76687 0.12620)","(-0.10386 0.90432 0.18795)","(0.10228 0.86527 -0.14469)","(-0.11161 0.85867 0.19494)","(0.21271 0.85458 -0.04148)",0.046828,0.151527,0.170004,0.700113,true,false,false,false
375,6.1833,3,0.1500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
376,6.2000,3,0.1667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169845,0.700113,true,false,false,false
377,6.2167,3,0.1833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
378,6.2333,3,0.2000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
379,6.2500,3,0.2167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
380,6.2667,3,0.2333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
381,6.2833,3,0.2500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
382,6.3000,3,0.2667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
383,6.3167,3,0.2833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
384,6.3333,3,0.3000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
385,6.3500,3,0.3167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
386,6.3667,3,0.3333,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
387,6.3833,3,0.3500,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
388,6.4000,3,0.3667,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
389,6.4167,3,0.3833,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
390,6.4333,3,0.4000,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18846)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
391,6.4500,3,0.4167,"(-0.12591 0.76687 0.12620)","(-0.10302 0.90444 0.18845)","(0.10228 0.86527 -0.14469)","(-0.11068 0.85878 0.19551)","(0.21271 0.85458 -0.04148)",0.046835,0.151527,0.169844,0.700113,true,false,false,false
